Rank,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
311,Rob Marberry,LIP,34,24.1,6.4,10.1,0.63,0,0,0,2.1,3.1,0.67,0.9,2,1.5,2.6,4.1,1.9,0.5,0.6,14.8
312,Quan Jackson,GSU,31,32,5.1,11.5,0.441,1.5,4.6,0.331,3.1,4.2,0.736,1.8,1.9,0.5,4.1,4.5,1.5,2,0.5,14.8
313,"Darrell Brown, Jr.",BU,35,33.7,4.7,11.9,0.394,2.3,5.1,0.444,3.1,4.3,0.738,2.4,2.1,0.2,1.7,1.9,3.2,0.9,0.1,14.8
314,Raasean Davis,NCCU,34,29.7,6.3,9.7,0.645,0,0,0,2.2,3.2,0.704,2.1,2.8,3.4,5.7,9.1,0.5,0.9,1.2,14.8
315,Dikymbe Martin,UCR,33,32.5,5.4,11.3,0.473,2.1,4.7,0.442,2,2.3,0.855,1.8,1.8,0.2,2.6,2.8,2.6,0.8,0,14.8
316,Alihan Demir,DREX,32,30.3,5.8,11.3,0.512,0.6,2.3,0.274,2.5,3.6,0.696,2.6,2.2,1.6,4.9,6.4,2.9,0.5,0.6,14.8
317,Brandon Childress,WF,31,36.4,4.2,11,0.383,2.4,6.5,0.368,3.9,4.9,0.796,2.7,2.4,0.4,3.4,3.8,4,1.5,0,14.7
318,Vado Morse,MSMU,30,30.8,4.7,11.3,0.417,1.9,5.4,0.356,3.4,4.4,0.779,2.4,2.3,0.4,2.1,2.6,2.9,1.1,0,14.7
319,Nick Rakocevic,USC,33,30,5.8,10.5,0.548,0,0.1,0,3.2,4.7,0.679,1.7,3.2,3.3,6,9.3,1.3,0.8,1.4,14.7
320,Nick Muszynski,BEL,32,24.9,6.2,10.2,0.604,0.2,0.7,0.381,2.1,2.7,0.779,1.6,2,1.2,4.5,5.8,2.7,0.6,2.2,14.7
321,C.J. Elleby,WSU,32,31,5.2,12,0.436,1.7,4,0.414,2.6,3.9,0.661,3,2.6,1.6,5.5,7.1,3,1,0.6,14.7
322,Frankie Ferrari,USF,31,33.9,4.9,11.5,0.426,2.4,5.9,0.401,2.5,3,0.859,2,1.9,0.3,3,3.2,5.5,1.6,0,14.7
323,Ike Smith,GSU,10,29.2,5.6,12.4,0.452,1.5,5.9,0.254,2,3.3,0.606,1.5,1.7,1,4.7,5.7,0.7,0.8,0.5,14.7
324,Cyril Langevine,URI,33,32.4,5.4,9.5,0.567,0,0.1,0,3.9,6.5,0.6,3,3,3.4,6.6,9.9,0.9,0.7,1.4,14.7
325,Naji Marshall,XAV,33,35.9,5,12.8,0.394,1.5,5.2,0.277,3.2,4.4,0.722,3.3,2.7,0.9,6.3,7.2,3.4,1.1,0.2,14.7
326,"Barry Brown, Jr.",KSU,34,35,5.4,12.5,0.434,1.2,4.1,0.298,2.6,3.6,0.71,1.9,2.1,0.4,3.7,4.1,2.8,1.9,0.1,14.6
327,Jordan Roland,NU,34,30.5,4.9,10.9,0.451,2.9,7.2,0.402,1.9,2.1,0.903,0.9,2,0.5,1.9,2.4,1.7,1.2,0.2,14.6
328,Obadiah Noel,UML,31,28.8,5.2,10,0.518,0.8,2.5,0.321,3.5,4.8,0.727,2.2,2.5,1.2,2.3,3.5,2,1.3,0.4,14.6
329,Tristan Clark,BU,14,29.8,6,8.1,0.737,0.1,0.3,0.25,2.6,3.9,0.667,1.6,2.9,2.2,4.1,6.3,1.6,1.1,2.4,14.6
330,Justin Jaworski,LC,30,30.6,4.7,9.4,0.505,2.8,5.8,0.489,2.3,2.7,0.864,2,2,0.5,2.3,2.8,2.7,0.6,0,14.6
331,Kaleb Wesson,OSU,32,25.9,4.9,9.8,0.5,0.8,2.3,0.347,4.1,5.5,0.734,2.3,3.2,2.4,4.5,6.9,1.8,1,0.7,14.6
332,Nick Perkins,UB,36,26.2,5.1,10.9,0.467,1.3,3.4,0.371,3.2,4.7,0.671,1.8,2.3,2,5.4,7.4,0.7,0.5,0.8,14.6
333,Jamari Blackmon,UNA,32,35.3,4.3,13.2,0.325,2.1,7.3,0.291,3.9,5.1,0.767,1.9,2.6,0.8,2.7,3.5,2.7,1.8,0.2,14.6
334,Jesse Hunt,EWU,34,32.4,5.1,10.4,0.487,1.5,3.5,0.42,2.9,3.9,0.752,2,2.8,1.5,7.2,8.7,3.3,0.6,0.6,14.6
335,"Kerwin Roach, Jr.",UT,31,29.2,5,11.5,0.439,1.7,4.9,0.355,2.8,4,0.688,2.3,2.3,0.6,3.6,4.3,3.2,1.2,0.3,14.6
336,Mustapha Heron,STJ,31,31.7,4.9,11.2,0.44,1.5,3.8,0.403,3.2,4.2,0.754,2.3,3.1,1,3.7,4.6,1.3,1.1,0.2,14.6
337,John Carroll,UHA,30,31.8,5,11.4,0.44,1.2,3.4,0.356,3.4,4.7,0.721,2.3,3.1,1.9,4.9,6.8,2.1,0.7,0.5,14.6
338,Jordan Barnes,ISU,30,33.1,4.5,12,0.375,1.9,5.7,0.333,3.7,4.2,0.866,2.6,2.1,0.5,3.6,4.1,3.2,1.2,0.1,14.6
339,Charles Bassey,WKU,34,31.4,5.5,8.8,0.627,0.3,0.6,0.45,3.2,4.2,0.769,2.9,2.6,2.9,7.1,10,0.7,0.8,2.4,14.6
340,Christian James,OU,34,33.1,5.1,12.3,0.411,2,5.9,0.347,2.4,3.1,0.766,1.9,1.9,1.1,5.1,6.2,1.9,1.2,0.2,14.6
341,Charles Minlend,USF,31,30.3,5.1,12.3,0.416,1.4,4.9,0.288,2.9,4.1,0.695,1.5,1.4,1.3,3.4,4.7,1.7,0.9,0.5,14.5
342,Alex Petrie,LC,30,22.3,5.3,12.8,0.41,2.2,5.4,0.399,1.8,2.3,0.786,1.1,0.6,0.3,1.6,1.9,1,0.3,0,14.5
343,Cameron Jackson,WC,35,23.3,5.7,9.9,0.573,0.2,0.6,0.4,2.9,4.7,0.616,2.1,2.8,2.6,5,7.6,2.8,1.5,1,14.5
344,Justin Kier,GMU,33,34.8,5.2,11,0.471,1,2.7,0.371,3.1,4.1,0.769,2.7,2,0.5,6.1,6.5,2.6,1.6,0.3,14.5
345,Tyler Cook,UI,33,30.8,5.3,10.3,0.51,0,0.2,0,3.9,6.1,0.644,2.8,2.3,2.2,5.5,7.6,2.4,0.7,0.5,14.5
346,"Lance Tejada, Jr.",LU,31,30.3,4.8,11.5,0.419,2.7,6.5,0.419,2.1,2.6,0.79,2.2,2.9,0.4,2,2.4,3.2,0.8,0,14.5
347,DeJuan Clayton,CSU,31,34.4,4.6,11.5,0.399,1,4.2,0.24,4.3,5.8,0.749,2.8,1.9,0.3,2.6,2.9,3.8,0.9,0.1,14.5
348,Roydell Brown,MSU,23,30.6,5.5,10.3,0.532,0.2,1,0.227,3.3,5.2,0.633,2.7,1.8,2.8,6.7,9.5,1.5,0.9,0.3,14.5
349,Nik Popovic,BC,28,29.6,5.8,11,0.526,0.4,1.5,0.256,2.5,3.5,0.714,2.1,2.8,2.4,4.8,7.2,1.1,0.5,0.8,14.5
350,Josh Williams,RMU,35,32.3,4.6,11.8,0.391,2.9,7.8,0.379,2.3,2.9,0.767,2.3,2,0.5,2.3,2.9,2.4,1,0.1,14.5
351,Jordan Murphy,U of M,36,31.1,4.8,9.9,0.487,0.2,0.8,0.267,4.6,6.7,0.683,2.2,2.8,3.3,7.8,11,2.6,0.6,0.8,14.4
352,L.J. Figueroa,STJ,34,32,5.9,11.4,0.513,1.5,3.9,0.383,1.2,2,0.627,1.3,2.5,1.5,4.8,6.4,1.7,1.8,0.2,14.4
353,Kyle Lofton,STBN,34,37.4,5.2,11.8,0.441,1.1,3.4,0.33,2.9,3.4,0.838,1.9,2.1,0.9,1.6,2.5,3.7,1.4,0.1,14.4
354,Taveion Hollingsworth,WKU,34,36.8,5.1,12.3,0.418,1.4,4.5,0.318,2.7,3.5,0.771,2.1,1.4,1,3.4,4.4,2.2,1.2,0.2,14.4
355,Anthony Mathis,UNM,32,30.8,4.2,10.2,0.411,3.3,8,0.416,2.7,3.1,0.888,1.9,2.5,0.4,1.8,2.2,2.1,1.1,0.2,14.4
356,Tyler Sharpe,NKU,35,32.1,4.4,10.4,0.424,2.6,6.7,0.383,3,3.9,0.779,1.2,2.4,0.5,2.5,3,1.8,1.5,0.1,14.4
357,Stanley Umude,USD,30,26.6,5.2,10.6,0.491,0.9,2.5,0.351,3.1,4.5,0.701,1.7,3,1.1,4.4,5.5,1.4,0.7,1.2,14.4
358,Obi Toppin,DAY,33,26.5,6.1,9.2,0.666,0.3,0.6,0.524,1.9,2.6,0.713,1.9,2.1,1.5,4.1,5.6,1.8,0.6,0.8,14.4
359,Jomaru Brown,EKU,31,24.8,5.1,11.6,0.439,1.2,3.7,0.33,3,4.4,0.676,2.7,3.1,0.6,2.4,3,2.2,1.9,0.1,14.4
360,Jr. Clay,TTU,29,31.6,4.8,11.7,0.411,1.3,3.4,0.394,3.4,4.8,0.719,4,1.8,0.8,3,3.8,4.3,1.8,0.1,14.4
361,Levi Bradley,NIU,34,29.2,5.4,11,0.493,0.9,2.4,0.361,2.6,3.2,0.826,1.5,2.6,1.5,3.7,5.2,1.3,0.6,0.3,14.4
362,Justice Sueing,Cal,31,34.5,4.5,10.5,0.432,1.1,3.7,0.302,4.2,5.3,0.782,1.7,2.5,1.5,4.5,6,1.9,1.7,0.5,14.3
363,George Blagojevic,UHA,32,33.5,5.8,10.3,0.562,0.2,0.9,0.207,2.6,4.4,0.577,2.6,2.7,2.6,4.9,7.5,1.9,1.2,0.9,14.3
364,Edric Dennis,UTA,30,28.4,4.4,12.5,0.349,2.1,6.9,0.306,3.5,4.6,0.759,2.5,2.4,1.1,3.4,4.5,2.3,0.8,0.1,14.3
365,Nic Thomas,NSU,34,29.7,4,10.8,0.374,2.5,6.4,0.394,3.7,4.6,0.808,2.1,2.5,0.7,2.6,3.3,1.6,0.8,0.1,14.3
366,Kevin Obanor,ORU,28,22.4,4.7,8.1,0.581,0.9,2.2,0.413,3.9,4.8,0.827,1.6,2.5,2.5,4.6,7.2,0.5,0.1,0.3,14.3
367,Donte Fitzpatrick,TSU,26,28.2,4.8,10.7,0.446,1.5,4,0.381,3.2,4.3,0.741,2.6,2.4,1.2,4.2,5.4,1.5,0.7,0.3,14.3
368,Zane Najdawi,CIT,30,29.7,5.1,10.4,0.494,0.9,3,0.289,3.1,4.3,0.729,2,2.9,2.5,4.8,7.3,1.5,0.8,2,14.3
369,Carlos Johnson,GCU,34,24.3,4.9,10,0.49,0.9,2.9,0.327,3.6,4.6,0.781,2.7,2.6,1.4,2.7,4.1,1.6,0.9,0.1,14.3
370,Tulio Da Silva,MSU,27,32.1,5.6,10,0.554,0.6,1.7,0.37,2.5,3.9,0.654,2,2.6,2.3,5.1,7.4,0.7,1,0.8,14.3
371,Christian Vital,UConn,33,30.2,4.5,10,0.453,2.4,5.8,0.409,2.8,3.4,0.812,2.3,2.5,1,4.6,5.6,2.4,1.6,0,14.2
372,Chad Lott,HU,30,30.4,5.7,11.8,0.482,0.5,1.2,0.429,2.3,3.4,0.68,3,2.4,1.4,3.6,5.1,2.3,0.7,0.7,14.2
373,Brandon Boyd,ISU,30,30,5,12.1,0.41,1.2,4,0.292,3.1,3.9,0.797,2.5,1.7,0.4,2,2.5,3.6,1,0.1,14.2
374,Paul Jackson,EMU,32,34.9,5.2,13.8,0.375,0.7,2.8,0.231,3.2,4.6,0.707,2.8,2.8,0.5,1.5,2,4.7,1.3,0,14.2
375,Daniel Utomi,AKR,33,33.5,4.9,12.2,0.403,2.8,7.5,0.373,1.6,2.3,0.675,1.8,2.5,1.1,4.3,5.5,1.3,0.6,0.4,14.2
376,Kevin Easley,UTC,29,28.1,5.3,12,0.444,1.7,4.3,0.397,1.9,2.9,0.651,2,1.9,1.7,4.9,6.7,1.2,0.7,0.3,14.2
377,E.J. Anosike,SHU,32,29,4.9,9.4,0.518,0.6,1.7,0.358,3.8,5.1,0.755,1.5,2.5,3.3,4.8,8.1,0.9,0.6,0.5,14.2
378,Tre'Larenz Nottingham,TSU,34,31.4,4.3,12.1,0.356,2.6,8.3,0.31,3,3.9,0.769,2.3,2.4,0.4,3.5,3.9,2.1,1.2,0.1,14.2
379,Fatts Russell,URI,32,34,4.7,13.8,0.338,1.2,5.6,0.223,3.6,4.9,0.737,2.3,2.5,0.6,2.2,2.7,3.7,1.8,0.3,14.2
380,Terrell Brown,SEA,33,33.4,5.5,12,0.456,0.5,1.4,0.333,2.7,4,0.682,2.4,2.7,1.4,5.4,6.8,4.5,1.1,0.3,14.2
381,Jaylen Hands,UCLA,33,31.2,4.8,11.6,0.413,2,5.4,0.373,2.6,3.3,0.78,3.2,1.2,0.4,3.3,3.7,6.1,1.3,0.2,14.2
382,Alex Copeland,YALE,30,28.7,5.3,10.4,0.514,0.9,2.4,0.375,2.6,3.1,0.837,1.8,1.3,0.3,2,2.3,3.4,1.2,0,14.1
383,Lagerald Vick,KU,23,33,5.1,10.8,0.476,2.9,6.3,0.455,1,1.3,0.767,2.5,1.3,0.5,3.5,4,1.9,1.2,0.2,14.1
384,Cletrell Pope,BCU,31,29.9,5.5,9.1,0.608,0.1,0.4,0.273,2.9,5.7,0.506,2,3.5,4.3,7.8,12.2,0.7,0.8,1.2,14.1
385,Kris Clyburn,UNLV,31,31.5,4.9,11.4,0.435,1.8,5.1,0.35,2.5,3.2,0.76,1.9,1.7,1.6,3.6,5.3,1.2,1,0.2,14.1
386,Schadrac Casimir,FGC,32,30.8,4.2,8.7,0.48,2.3,4.8,0.477,3.4,3.9,0.879,2.1,1.4,0.5,2.1,2.6,2.4,1,0,14.1
387,Jeremy Harris,UB,36,31.2,5.4,12.9,0.419,1.7,6.4,0.27,1.5,2.1,0.724,1.6,1.5,1.3,4.9,6.2,3,1.1,0.7,14.1
388,Teyvion Kirk,OU,31,30.5,5.6,13.4,0.419,0.3,1.5,0.213,2.5,4.8,0.527,4.4,2.7,1.5,4,5.5,2.5,1.3,0.2,14.1
389,John Mooney,ND,33,29.6,5.2,11.3,0.455,1,2.8,0.374,2.7,3.5,0.769,1.3,2,2.9,8.3,11.2,1.3,0.9,0.8,14.1
390,Koreem Ozier,SHU,23,28.4,4.7,12.5,0.378,1.9,5.7,0.338,2.7,3.5,0.753,2,2.8,0.7,4,4.7,1.5,0.8,0,14
391,Cortez Seales,UND,30,31.7,5.8,12.3,0.47,0.4,1.8,0.226,2,3.1,0.649,2,1.2,1.2,3.6,4.8,3.1,0.7,0.4,14
392,Tre'von Allen,U of I,32,30.2,5.4,12.7,0.425,1.4,4.3,0.326,1.8,2.5,0.734,2,1.6,0.3,3.8,4.2,3.1,0.7,0.1,14
393,Justinian Jessup,BSU,33,35.5,5.1,11.5,0.445,2.6,6.4,0.41,1.2,1.6,0.731,1.3,2.3,0.5,4,4.5,2.7,1.1,0.5,14
394,Morgan Means,SEA,33,35.3,4.3,11,0.393,1.9,5.1,0.369,3.5,4.1,0.852,2.4,3.5,0.7,3.7,4.3,3,1.2,0,14
395,Tyler Herro,UK,37,32.6,5,10.9,0.462,1.6,4.6,0.355,2.4,2.5,0.935,1.6,1.3,0.4,4.1,4.5,2.5,1.1,0.3,14
396,Torin Dorn,NCST,36,28.5,5.8,12.1,0.482,0.6,2.1,0.303,1.8,3,0.589,1.4,1.4,2.2,5,7.2,1.2,1,0.2,14
397,Nick Norton,DU,14,32,4.6,9.7,0.478,2.3,5.7,0.4,2.4,2.6,0.919,1.7,1.8,0.2,3.9,4.1,5.9,1.2,0,14
398,Shabooty Phillips,LONG,34,31.3,4.4,10.8,0.404,2.2,6.4,0.343,3.1,3.5,0.89,2.4,2.4,0.3,4.4,4.7,3.8,1,0,14
399,Dererk Pardon,NU,32,33.1,5.4,9.5,0.571,0.2,0.9,0.214,3,4.3,0.683,1.4,2.7,3,4.8,7.8,1.8,0.8,0.9,14
400,"Eric Williams, Jr.",DUQ,32,30.8,4.7,11.1,0.424,1.8,4.7,0.371,2.8,3.7,0.748,1.7,1.9,2.9,4.7,7.6,1.4,1.1,0.2,14
401,Triston Simpson,USD,30,37.1,4.3,10.3,0.419,1.5,4.3,0.354,3.8,4.7,0.796,2.1,2.2,0.6,3.1,3.7,3.6,1.2,0.1,14
402,Loren Jackson,AKR,33,31.6,4.2,12,0.345,2,6.7,0.3,3.6,4.5,0.805,1.8,2,0.8,2,2.8,3.1,0.9,0.2,13.9
403,Kouat Noi,TCU,31,30.2,4.9,11.5,0.43,2.4,6.7,0.356,1.7,2.1,0.788,1.5,2,1.8,3.2,4.9,1.2,1.2,0.3,13.9
404,Jacob Grandison,HC,33,34.6,5.1,11.9,0.429,2.1,5.7,0.365,1.6,2,0.8,1.9,2.2,0.8,4.2,5,2.9,1.1,0.3,13.9
405,Joe Sherburne,UMBC,34,36.5,5.3,11.1,0.479,1.8,4.6,0.387,1.5,1.7,0.877,1.8,2.1,1.6,3.9,5.6,3,0.9,0.1,13.9
406,Savion Flagg,TAMU,32,34.8,5.3,11.4,0.467,1.4,4.2,0.338,1.8,2.7,0.663,2.6,1.3,2.1,5.6,7.7,2.3,0.7,0.3,13.9
407,Carlos Dotson,WCU,31,27.7,5.5,9.2,0.596,0,0,0,2.9,5.5,0.526,3.4,3.2,3.1,6.3,9.5,1.5,0.7,0.5,13.9
408,Devon Goodman,PENN,31,35.5,5.1,10.7,0.477,1.8,4.9,0.375,1.8,2.7,0.687,2.2,2.6,0.8,2.5,3.3,2.3,1.7,0.2,13.9
409,Isaiah Joe,U of A,34,30.1,4.4,10.5,0.413,3.3,8,0.414,1.8,2.4,0.756,1.2,1.9,0.6,2.2,2.8,1.8,1.5,0.1,13.9
410,Ishmael Lane,NSU,31,28.1,5.4,10.7,0.503,0.5,2.1,0.262,2.5,4.2,0.605,2.3,2.2,2.4,7.1,9.5,1.4,0.8,2.2,13.8
411,Brandon Jackson,SIUE,31,29.4,5.6,10.8,0.518,0.4,1.3,0.282,2.3,3.5,0.636,1.9,2.5,2.8,3.6,6.4,0.4,0.5,0.3,13.8
412,Brandon Kamga,HP,24,29.7,5.2,11.8,0.438,1.6,4.6,0.351,1.9,3,0.625,1.8,2.4,1.2,4,5.2,1.8,1,0.6,13.8
413,Andrew Fleming,UM,28,36.5,5.5,11.5,0.478,0.9,2.6,0.329,2,3.5,0.561,2.8,2.4,1.9,5.2,7,3.1,1.2,0.8,13.8
414,Tyree Griffin,USM,33,34.5,5,11.5,0.435,1.6,4.4,0.372,2.2,3,0.72,2.6,1.7,0.5,2.9,3.4,7.1,2,0.1,13.8
415,Kareem South,TAMU-CC,32,32.6,4.8,11.7,0.413,1.6,4.3,0.367,2.5,3.1,0.827,1.4,2.2,1.8,3.3,5.1,2,1.2,0.1,13.8
416,Ayo Dosunmu,U of I,32,31.2,5.1,11.7,0.436,1.6,4.4,0.352,2.1,3,0.695,2.2,2,0.7,3.3,4,3.2,1.2,0.2,13.8
417,Ernie Duncan,UVM,32,29.6,4.4,9.3,0.478,2.5,5.6,0.439,2.5,3,0.832,1.5,1.9,0.2,1.5,1.7,2,0.7,0.2,13.8
418,Bernie Andre,NAU,31,29.9,5.1,11.4,0.449,0.9,2.8,0.33,2.7,3.6,0.741,1.9,2.4,2.4,6.1,8.5,1.2,0.7,0.3,13.8
419,Jaren Lewis,ACU,34,31.1,5.2,11.2,0.466,0.4,1.2,0.333,2.9,4,0.728,1.8,1.9,2.3,3.9,6.1,2.7,1.6,0.6,13.8
420,Eugene Omoruyi,RU,28,29.2,5,11.3,0.445,0.5,1.6,0.311,3.2,4.5,0.714,2.5,3,2.3,4.9,7.2,2.4,0.7,0.2,13.8
421,Darius Quisenberry,YSU,32,27.2,4.4,10.8,0.41,1.6,5,0.319,3.3,4.2,0.797,2,2.2,0.4,2.6,2.9,3.8,1.3,0,13.8
422,Kyle Leufroy,LU,31,31.2,4.4,9.3,0.467,1.8,4.2,0.427,3.3,3.6,0.91,2.3,1.7,0.4,4.8,5.2,3.4,1.1,0.1,13.8
423,Gavin Peppers,NSU,25,31,4.3,10.5,0.408,2.3,5.9,0.385,2.9,3.2,0.924,2.4,2.1,0.6,2.3,2.9,2.1,0.9,0.1,13.8
424,Matthew Wilson,USMA,32,26.5,5.8,10,0.586,0,0,0,2.1,3.3,0.617,1.5,2.2,1.8,6.8,8.6,0.4,0.3,0.2,13.8
